"x= 0, f(x) = 0, t(x) = -0, Yintra = 0, Yextra = 0, Igx = 0"
"x= 655419, f(x) = 100672, t(x) = 30969.1, Yintra = 85187.7, Yextra = 116157, Igx = 2.38569e15"
"x= 656383, f(x) = 100505, t(x) = 30893.2, Yintra = 85058.6, Yextra = 115952, Igx = 2.36819e15"
"x= 657347, f(x) = 100337, t(x) = 30817.1, Yintra = 84928.7, Yextra = 115746, Igx = 2.35074e15"
"x= 658311, f(x) = 100168, t(x) = 30741, Yintra = 84797.9, Yextra = 115539, Igx = 2.33336e15"
"x= 659275, f(x) = 99998.6, t(x) = 30664.7, Yintra = 84666.2, Yextra = 115331, Igx = 2.31603e15"
"x= 660239, f(x) = 99827.9, t(x) = 30588.3, Yintra = 84533.7, Yextra = 115122, Igx = 2.29877e15"
"x= 661202, f(x) = 99656.2, t(x) = 30511.8, Yintra = 84400.3, Yextra = 114912, Igx = 2.28156e15"
"x= 662166, f(x) = 99483.7, t(x) = 30435.2, Yintra = 84266.1, Yextra = 114701, Igx = 2.26442e15"
"x= 663130, f(x) = 99310.2, t(x) = 30358.5, Yintra = 84130.9, Yextra = 114489, Igx = 2.24734e15"
"x= 664094, f(x) = 99135.8, t(x) = 30281.6, Yintra = 83994.9, Yextra = 114277, Igx = 2.23031e15"
"x= 665058, f(x) = 98960.4, t(x) = 30204.7, Yintra = 83858.1, Yextra = 114063, Igx = 2.21335e15"
"x= 666022, f(x) = 98784.1, t(x) = 30127.6, Yintra = 83720.3, Yextra = 113848, Igx = 2.19645e15"
"x= 666986, f(x) = 98606.9, t(x) = 30050.4, Yintra = 83581.7, Yextra = 113632, Igx = 2.17962e15"
"x= 667949, f(x) = 98428.8, t(x) = 29973.1, Yintra = 83442.3, Yextra = 113415, Igx = 2.16284e15"
"x= 668913, f(x) = 98249.8, t(x) = 29895.7, Yintra = 83301.9, Yextra = 113198, Igx = 2.14613e15"
"x= 669877, f(x) = 98069.8, t(x) = 29818.2, Yintra = 83160.7, Yextra = 112979, Igx = 2.12947e15"
"x= 670841, f(x) = 97888.9, t(x) = 29740.5, Yintra = 83018.6, Yextra = 112759, Igx = 2.11288e15"
"x= 671805, f(x) = 97707.1, t(x) = 29662.8, Yintra = 82875.7, Yextra = 112538, Igx = 2.09636e15"
"x= 672769, f(x) = 97524.4, t(x) = 29584.9, Yintra = 82731.9, Yextra = 112317, Igx = 2.07989e15"
"x= 673733, f(x) = 97340.7, t(x) = 29507, Yintra = 82587.2, Yextra = 112094, Igx = 2.06349e15"
"x= 674696, f(x) = 97156.1, t(x) = 29428.9, Yintra = 82441.6, Yextra = 111871, Igx = 2.04715e15"
"x= 675660, f(x) = 96970.6, t(x) = 29350.7, Yintra = 82295.2, Yextra = 111646, Igx = 2.03087e15"
"x= 676624, f(x) = 96784.1, t(x) = 29272.4, Yintra = 82147.9, Yextra = 111420, Igx = 2.01466e15"
"x= 677588, f(x) = 96596.7, t(x) = 29193.9, Yintra = 81999.8, Yextra = 111194, Igx = 1.99851e15"
"x= 678552, f(x) = 96408.4, t(x) = 29115.4, Yintra = 81850.7, Yextra = 110966, Igx = 1.98243e15"
"x= 679516, f(x) = 96219.2, t(x) = 29036.8, Yintra = 81700.8, Yextra = 110738, Igx = 1.96641e15"
"x= 680480, f(x) = 96029.1, t(x) = 28958, Yintra = 81550.1, Yextra = 110508, Igx = 1.95045e15"
"x= 681443, f(x) = 95838, t(x) = 28879.1, Yintra = 81398.4, Yextra = 110278, Igx = 1.93456e15"
"x= 682407, f(x) = 95646, t(x) = 28800.2, Yintra = 81245.9, Yextra = 110046, Igx = 1.91873e15"
"x= 683371, f(x) = 95453.1, t(x) = 28721.1, Yintra = 81092.5, Yextra = 109814, Igx = 1.90296e15"
"x= 684335, f(x) = 95259.2, t(x) = 28641.9, Yintra = 80938.3, Yextra = 109580, Igx = 1.88726e15"
"x= 685299, f(x) = 95064.4, t(x) = 28562.5, Yintra = 80783.2, Yextra = 109346, Igx = 1.87163e15"
"x= 686263, f(x) = 94868.8, t(x) = 28483.1, Yintra = 80627.2, Yextra = 109110, Igx = 1.85606e15"
"x= 687226, f(x) = 94672.1, t(x) = 28403.6, Yintra = 80470.3, Yextra = 108874, Igx = 1.84055e15"
"x= 688190, f(x) = 94474.6, t(x) = 28323.9, Yintra = 80312.6, Yextra = 108637, Igx = 1.82512e15"
"x= 689154, f(x) = 94276.1, t(x) = 28244.2, Yintra = 80154, Yextra = 108398, Igx = 1.80974e15"
"x= 690118, f(x) = 94076.7, t(x) = 28164.3, Yintra = 79994.5, Yextra = 108159, Igx = 1.79443e15"
"x= 691082, f(x) = 93876.4, t(x) = 28084.3, Yintra = 79834.2, Yextra = 107919, Igx = 1.77919e15"
"x= 692046, f(x) = 93675.1, t(x) = 28004.3, Yintra = 79673, Yextra = 107677, Igx = 1.76401e15"
"x= 693010, f(x) = 93472.9, t(x) = 27924.1, Yintra = 79510.9, Yextra = 107435, Igx = 1.7489e15"
"x= 693973, f(x) = 93269.8, t(x) = 27843.8, Yintra = 79348, Yextra = 107192, Igx = 1.73385e15"
"x= 694937, f(x) = 93065.8, t(x) = 27763.3, Yintra = 79184.1, Yextra = 106947, Igx = 1.71888e15"
"x= 695901, f(x) = 92860.9, t(x) = 27682.8, Yintra = 79019.4, Yextra = 106702, Igx = 1.70396e15"
"x= 696865, f(x) = 92655, t(x) = 27602.2, Yintra = 78853.9, Yextra = 106456, Igx = 1.68912e15"
"x= 697829, f(x) = 92448.2, t(x) = 27521.4, Yintra = 78687.5, Yextra = 106209, Igx = 1.67434e15"
"x= 698793, f(x) = 92240.4, t(x) = 27440.6, Yintra = 78520.2, Yextra = 105961, Igx = 1.65962e15"
"x= 699757, f(x) = 92031.8, t(x) = 27359.6, Yintra = 78352, Yextra = 105712, Igx = 1.64498e15"
"x= 700720, f(x) = 91822.2, t(x) = 27278.5, Yintra = 78182.9, Yextra = 105461, Igx = 1.6304e15"
"x= 701684, f(x) = 91611.7, t(x) = 27197.4, Yintra = 78013, Yextra = 105210, Igx = 1.61588e15"
"x= 702648, f(x) = 91400.3, t(x) = 27116.1, Yintra = 77842.2, Yextra = 104958, Igx = 1.60144e15"
"x= 703612, f(x) = 91187.9, t(x) = 27034.7, Yintra = 77670.6, Yextra = 104705, Igx = 1.58706e15"
"x= 704576, f(x) = 90974.6, t(x) = 26953.2, Yintra = 77498.1, Yextra = 104451, Igx = 1.57275e15"
"x= 705540, f(x) = 90760.4, t(x) = 26871.5, Yintra = 77324.7, Yextra = 104196, Igx = 1.5585e15"
"x= 706504, f(x) = 90545.3, t(x) = 26789.8, Yintra = 77150.4, Yextra = 103940, Igx = 1.54432e15"
"x= 707467, f(x) = 90329.2, t(x) = 26708, Yintra = 76975.2, Yextra = 103683, Igx = 1.53022e15"
"x= 708431, f(x) = 90112.3, t(x) = 26626, Yintra = 76799.2, Yextra = 103425, Igx = 1.51617e15"
"x= 709395, f(x) = 89894.4, t(x) = 26544, Yintra = 76622.4, Yextra = 103166, Igx = 1.5022e15"
"x= 710359, f(x) = 89675.5, t(x) = 26461.8, Yintra = 76444.6, Yextra = 102906, Igx = 1.48829e15"
"x= 711323, f(x) = 89455.8, t(x) = 26379.6, Yintra = 76266, Yextra = 102646, Igx = 1.47446e15"
"x= 712287, f(x) = 89235.1, t(x) = 26297.2, Yintra = 76086.5, Yextra = 102384, Igx = 1.46069e15"
"x= 713250, f(x) = 89013.5, t(x) = 26214.7, Yintra = 75906.1, Yextra = 102121, Igx = 1.44698e15"
"x= 714214, f(x) = 88790.9, t(x) = 26132.1, Yintra = 75724.9, Yextra = 101857, Igx = 1.43335e15"
"x= 715178, f(x) = 88567.5, t(x) = 26049.4, Yintra = 75542.8, Yextra = 101592, Igx = 1.41978e15"
"x= 716142, f(x) = 88343.1, t(x) = 25966.6, Yintra = 75359.8, Yextra = 101326, Igx = 1.40629e15"
"x= 717106, f(x) = 88117.8, t(x) = 25883.7, Yintra = 75176, Yextra = 101060, Igx = 1.39286e15"
"x= 718070, f(x) = 87891.6, t(x) = 25800.6, Yintra = 74991.2, Yextra = 100792, Igx = 1.3795e15"
"x= 719034, f(x) = 87664.4, t(x) = 25717.5, Yintra = 74805.6, Yextra = 100523, Igx = 1.3662e15"
"x= 719997, f(x) = 87436.3, t(x) = 25634.3, Yintra = 74619.2, Yextra = 100253, Igx = 1.35298e15"
"x= 720961, f(x) = 87207.3, t(x) = 25550.9, Yintra = 74431.8, Yextra = 99982.8, Igx = 1.33983e15"
"x= 721925, f(x) = 86977.4, t(x) = 25467.5, Yintra = 74243.6, Yextra = 99711.1, Igx = 1.32674e15"
"x= 722889, f(x) = 86746.5, t(x) = 25383.9, Yintra = 74054.6, Yextra = 99438.4, Igx = 1.31372e15"
"x= 723853, f(x) = 86514.7, t(x) = 25300.2, Yintra = 73864.6, Yextra = 99164.8, Igx = 1.30077e15"
"x= 724817, f(x) = 86282, t(x) = 25216.4, Yintra = 73673.8, Yextra = 98890.2, Igx = 1.2879e15"
"x= 725781, f(x) = 86048.4, t(x) = 25132.6, Yintra = 73482.1, Yextra = 98614.6, Igx = 1.27508e15"
"x= 726744, f(x) = 85813.8, t(x) = 25048.6, Yintra = 73289.5, Yextra = 98338.1, Igx = 1.26234e15"
"x= 727708, f(x) = 85578.3, t(x) = 24964.5, Yintra = 73096.1, Yextra = 98060.5, Igx = 1.24967e15"
"x= 728672, f(x) = 85341.9, t(x) = 24880.2, Yintra = 72901.8, Yextra = 97782, Igx = 1.23707e15"
"x= 729636, f(x) = 85104.6, t(x) = 24795.9, Yintra = 72706.6, Yextra = 97502.5, Igx = 1.22453e15"
"x= 730600, f(x) = 84866.3, t(x) = 24711.5, Yintra = 72510.5, Yextra = 97222.1, Igx = 1.21207e15"
"x= 731564, f(x) = 84627.1, t(x) = 24627, Yintra = 72313.6, Yextra = 96940.6, Igx = 1.19967e15"
"x= 732528, f(x) = 84387, t(x) = 24542.3, Yintra = 72115.8, Yextra = 96658.2, Igx = 1.18734e15"
"x= 733491, f(x) = 84146, t(x) = 24457.6, Yintra = 71917.2, Yextra = 96374.8, Igx = 1.17509e15"
"x= 734455, f(x) = 83904, t(x) = 24372.7, Yintra = 71717.6, Yextra = 96090.4, Igx = 1.1629e15"
"x= 735419, f(x) = 83661.1, t(x) = 24287.8, Yintra = 71517.2, Yextra = 95805, Igx = 1.15078e15"
"x= 736383, f(x) = 83417.3, t(x) = 24202.7, Yintra = 71315.9, Yextra = 95518.6, Igx = 1.13873e15"
"x= 737347, f(x) = 83172.5, t(x) = 24117.5, Yintra = 71113.8, Yextra = 95231.3, Igx = 1.12675e15"
"x= 738311, f(x) = 82926.9, t(x) = 24032.3, Yintra = 70910.8, Yextra = 94943, Igx = 1.11484e15"
"x= 739274, f(x) = 82680.3, t(x) = 23946.9, Yintra = 70706.9, Yextra = 94653.7, Igx = 1.103e15"
"x= 740238, f(x) = 82432.8, t(x) = 23861.4, Yintra = 70502.1, Yextra = 94363.5, Igx = 1.09123e15"
"x= 741202, f(x) = 82184.3, t(x) = 23775.8, Yintra = 70296.4, Yextra = 94072.2, Igx = 1.07953e15"
"x= 742166, f(x) = 81935, t(x) = 23690.1, Yintra = 70089.9, Yextra = 93780, Igx = 1.06789e15"
"x= 743130, f(x) = 81684.7, t(x) = 23604.2, Yintra = 69882.5, Yextra = 93486.8, Igx = 1.05633e15"
"x= 744094, f(x) = 81433.5, t(x) = 23518.3, Yintra = 69674.3, Yextra = 93192.6, Igx = 1.04484e15"
"x= 745058, f(x) = 81181.3, t(x) = 23432.3, Yintra = 69465.2, Yextra = 92897.5, Igx = 1.03341e15"
"x= 746021, f(x) = 80928.2, t(x) = 23346.2, Yintra = 69255.2, Yextra = 92601.3, Igx = 1.02206e15"
"x= 746985, f(x) = 80674.2, t(x) = 23259.9, Yintra = 69044.3, Yextra = 92304.2, Igx = 1.01077e15"
"x= 747949, f(x) = 80419.3, t(x) = 23173.6, Yintra = 68832.5, Yextra = 92006.1, Igx = 999557000000000"
"x= 748913, f(x) = 80163.5, t(x) = 23087.1, Yintra = 68619.9, Yextra = 91707, Igx = 988411000000000"
"x= 749877, f(x) = 79906.7, t(x) = 23000.5, Yintra = 68406.4, Yextra = 91407, Igx = 977335000000000"
"x= 750841, f(x) = 79649, t(x) = 22913.9, Yintra = 68192.1, Yextra = 91106, Igx = 966328000000000"
"x= 751805, f(x) = 79390.4, t(x) = 22827.1, Yintra = 67976.9, Yextra = 90803.9, Igx = 955391000000000"
"x= 752768, f(x) = 79130.9, t(x) = 22740.2, Yintra = 67760.7, Yextra = 90501, Igx = 944523000000000"
"x= 753732, f(x) = 78870.4, t(x) = 22653.2, Yintra = 67543.8, Yextra = 90197, Igx = 933725000000000"
"x= 754696, f(x) = 78609, t(x) = 22566.1, Yintra = 67325.9, Yextra = 89892, Igx = 922997000000000"
"x= 755660, f(x) = 78346.7, t(x) = 22478.9, Yintra = 67107.2, Yextra = 89586.1, Igx = 912337000000000"
"x= 756624, f(x) = 78083.4, t(x) = 22391.6, Yintra = 66887.6, Yextra = 89279.2, Igx = 901748000000000"
"x= 757588, f(x) = 77819.2, t(x) = 22304.2, Yintra = 66667.1, Yextra = 88971.3, Igx = 891228000000000"
"x= 758552, f(x) = 77554.1, t(x) = 22216.7, Yintra = 66445.8, Yextra = 88662.5, Igx = 880777000000000"
"x= 759515, f(x) = 77288.1, t(x) = 22129, Yintra = 66223.6, Yextra = 88352.6, Igx = 870396000000000"
"x= 760479, f(x) = 77021.2, t(x) = 22041.3, Yintra = 66000.5, Yextra = 88041.8, Igx = 860084000000000"
"x= 761443, f(x) = 76753.3, t(x) = 21953.5, Yintra = 65776.6, Yextra = 87730, Igx = 849841000000000"
"x= 762407, f(x) = 76484.5, t(x) = 21865.5, Yintra = 65551.8, Yextra = 87417.3, Igx = 839668000000000"
"x= 763371, f(x) = 76214.8, t(x) = 21777.4, Yintra = 65326.1, Yextra = 87103.5, Igx = 829565000000000"
"x= 764335, f(x) = 75944.1, t(x) = 21689.3, Yintra = 65099.5, Yextra = 86788.8, Igx = 819530000000000"
"x= 765298, f(x) = 75672.6, t(x) = 21601, Yintra = 64872.1, Yextra = 86473.1, Igx = 809565000000000"
"x= 766262, f(x) = 75400.1, t(x) = 21512.6, Yintra = 64643.7, Yextra = 86156.4, Igx = 799669000000000"
"x= 767226, f(x) = 75126.6, t(x) = 21424.2, Yintra = 64414.6, Yextra = 85838.7, Igx = 789842000000000"
"x= 768190, f(x) = 74852.3, t(x) = 21335.6, Yintra = 64184.5, Yextra = 85520.1, Igx = 780084000000000"
"x= 769154, f(x) = 74577, t(x) = 21246.9, Yintra = 63953.6, Yextra = 85200.4, Igx = 770395000000000"
"x= 770118, f(x) = 74300.8, t(x) = 21158.1, Yintra = 63721.8, Yextra = 84879.8, Igx = 760775000000000"
"x= 771082, f(x) = 74023.7, t(x) = 21069.1, Yintra = 63489.1, Yextra = 84558.2, Igx = 751225000000000"
"x= 772045, f(x) = 73745.6, t(x) = 20980.1, Yintra = 63255.6, Yextra = 84235.7, Igx = 741743000000000"
"x= 773009, f(x) = 73466.6, t(x) = 20891, Yintra = 63021.2, Yextra = 83912.2, Igx = 732330000000000"
"x= 773973, f(x) = 73186.8, t(x) = 20801.8, Yintra = 62785.9, Yextra = 83587.6, Igx = 722986000000000"
"x= 774937, f(x) = 72905.9, t(x) = 20712.4, Yintra = 62549.7, Yextra = 83262.1, Igx = 713711000000000"
"x= 775901, f(x) = 72624.2, t(x) = 20623, Yintra = 62312.7, Yextra = 82935.7, Igx = 704504000000000"
"x= 776865, f(x) = 72341.5, t(x) = 20533.4, Yintra = 62074.8, Yextra = 82608.2, Igx = 695366000000000"
"x= 777829, f(x) = 72057.9, t(x) = 20443.8, Yintra = 61836, Yextra = 82279.8, Igx = 686297000000000"
"x= 778792, f(x) = 71773.4, t(x) = 20354, Yintra = 61596.4, Yextra = 81950.4, Igx = 677296000000000"
"x= 779756, f(x) = 71487.9, t(x) = 20264.1, Yintra = 61355.8, Yextra = 81620, Igx = 668363000000000"
"x= 780720, f(x) = 71201.5, t(x) = 20174.1, Yintra = 61114.5, Yextra = 81288.6, Igx = 659499000000000"
"x= 781684, f(x) = 70914.2, t(x) = 20084.1, Yintra = 60872.2, Yextra = 80956.2, Igx = 650704000000000"
"x= 782648, f(x) = 70626, t(x) = 19993.9, Yintra = 60629.1, Yextra = 80622.9, Igx = 641976000000000"
"x= 783612, f(x) = 70336.8, t(x) = 19903.6, Yintra = 60385.1, Yextra = 80288.6, Igx = 633317000000000"
"x= 784576, f(x) = 70046.8, t(x) = 19813.1, Yintra = 60140.2, Yextra = 79953.3, Igx = 624725000000000"
"x= 785539, f(x) = 69755.8, t(x) = 19722.6, Yintra = 59894.4, Yextra = 79617.1, Igx = 616202000000000"
"x= 786503, f(x) = 69463.8, t(x) = 19632, Yintra = 59647.8, Yextra = 79279.8, Igx = 607747000000000"
"x= 787467, f(x) = 69171, t(x) = 19541.3, Yintra = 59400.3, Yextra = 78941.6, Igx = 599359000000000"
"x= 788431, f(x) = 68877.2, t(x) = 19450.4, Yintra = 59152, Yextra = 78602.4, Igx = 591039000000000"
"x= 789395, f(x) = 68582.5, t(x) = 19359.5, Yintra = 58902.7, Yextra = 78262.2, Igx = 582787000000000"
"x= 790359, f(x) = 68286.8, t(x) = 19268.4, Yintra = 58652.6, Yextra = 77921.1, Igx = 574602000000000"
"x= 791322, f(x) = 67990.3, t(x) = 19177.3, Yintra = 58401.7, Yextra = 77578.9, Igx = 566485000000000"
"x= 792286, f(x) = 67692.8, t(x) = 19086, Yintra = 58149.8, Yextra = 77235.8, Igx = 558435000000000"
"x= 793250, f(x) = 67394.4, t(x) = 18994.6, Yintra = 57897.1, Yextra = 76891.7, Igx = 550452000000000"
"x= 794214, f(x) = 67095.1, t(x) = 18903.1, Yintra = 57643.5, Yextra = 76546.6, Igx = 542537000000000"
"x= 795178, f(x) = 66794.8, t(x) = 18811.5, Yintra = 57389, Yextra = 76200.6, Igx = 534688000000000"
"x= 796142, f(x) = 66493.6, t(x) = 18719.8, Yintra = 57133.7, Yextra = 75853.5, Igx = 526907000000000"
"x= 797106, f(x) = 66191.5, t(x) = 18628, Yintra = 56877.5, Yextra = 75505.5, Igx = 519192000000000"
"x= 798069, f(x) = 65888.5, t(x) = 18536.1, Yintra = 56620.4, Yextra = 75156.5, Igx = 511544000000000"
"x= 799033, f(x) = 65584.5, t(x) = 18444.1, Yintra = 56362.5, Yextra = 74806.5, Igx = 503963000000000"
"x= 799997, f(x) = 65279.6, t(x) = 18351.9, Yintra = 56103.7, Yextra = 74455.6, Igx = 496448000000000"
"x= 800961, f(x) = 64973.8, t(x) = 18259.7, Yintra = 55844, Yextra = 74103.7, Igx = 489000000000000"
"x= 801925, f(x) = 64667.1, t(x) = 18167.3, Yintra = 55583.4, Yextra = 73750.8, Igx = 481618000000000"
"x= 802889, f(x) = 64359.4, t(x) = 18074.9, Yintra = 55322, Yextra = 73396.9, Igx = 474302000000000"
"x= 803853, f(x) = 64050.8, t(x) = 17982.3, Yintra = 55059.7, Yextra = 73042, Igx = 467052000000000"
"x= 804816, f(x) = 63741.3, t(x) = 17889.6, Yintra = 54796.5, Yextra = 72686.1, Igx = 459868000000000"
"x= 805780, f(x) = 63430.9, t(x) = 17796.8, Yintra = 54532.5, Yextra = 72329.3, Igx = 452749000000000"
"x= 806744, f(x) = 63119.5, t(x) = 17703.9, Yintra = 54267.6, Yextra = 71971.5, Igx = 445696000000000"
"x= 807708, f(x) = 62807.2, t(x) = 17610.9, Yintra = 54001.8, Yextra = 71612.7, Igx = 438709000000000"
"x= 808672, f(x) = 62494, t(x) = 17517.8, Yintra = 53735.1, Yextra = 71252.9, Igx = 431787000000000"
"x= 809636, f(x) = 62179.9, t(x) = 17424.6, Yintra = 53467.6, Yextra = 70892.2, Igx = 424931000000000"
"x= 810600, f(x) = 61864.8, t(x) = 17331.3, Yintra = 53199.2, Yextra = 70530.5, Igx = 418139000000000"
"x= 811563, f(x) = 61548.8, t(x) = 17237.8, Yintra = 52929.9, Yextra = 70167.8, Igx = 411413000000000"
"x= 812527, f(x) = 61231.9, t(x) = 17144.3, Yintra = 52659.8, Yextra = 69804.1, Igx = 404751000000000"
"x= 813491, f(x) = 60914.1, t(x) = 17050.6, Yintra = 52388.8, Yextra = 69439.4, Igx = 398154000000000"
"x= 814455, f(x) = 60595.3, t(x) = 16956.9, Yintra = 52116.9, Yextra = 69073.8, Igx = 391621000000000"
"x= 815419, f(x) = 60275.6, t(x) = 16863, Yintra = 51844.1, Yextra = 68707.1, Igx = 385153000000000"
"x= 816383, f(x) = 59955, t(x) = 16769, Yintra = 51570.5, Yextra = 68339.5, Igx = 378748000000000"
"x= 817346, f(x) = 59633.5, t(x) = 16674.9, Yintra = 51296, Yextra = 67970.9, Igx = 372408000000000"
"x= 818310, f(x) = 59311, t(x) = 16580.7, Yintra = 51020.7, Yextra = 67601.4, Igx = 366132000000000"
"x= 819274, f(x) = 58987.6, t(x) = 16486.4, Yintra = 50744.4, Yextra = 67230.8, Igx = 359920000000000"
"x= 820238, f(x) = 58663.3, t(x) = 16392, Yintra = 50467.3, Yextra = 66859.3, Igx = 353771000000000"
"x= 821202, f(x) = 58338.1, t(x) = 16297.4, Yintra = 50189.3, Yextra = 66486.8, Igx = 347685000000000"
"x= 822166, f(x) = 58011.9, t(x) = 16202.8, Yintra = 49910.5, Yextra = 66113.3, Igx = 341663000000000"
"x= 823130, f(x) = 57684.8, t(x) = 16108, Yintra = 49630.8, Yextra = 65738.8, Igx = 335704000000000"
"x= 824093, f(x) = 57356.8, t(x) = 16013.2, Yintra = 49350.2, Yextra = 65363.4, Igx = 329808000000000"
"x= 825057, f(x) = 57027.8, t(x) = 15918.2, Yintra = 49068.8, Yextra = 64986.9, Igx = 323974000000000"
"x= 826021, f(x) = 56698, t(x) = 15823.1, Yintra = 48786.4, Yextra = 64609.5, Igx = 318203000000000"
"x= 826985, f(x) = 56367.2, t(x) = 15727.9, Yintra = 48503.2, Yextra = 64231.1, Igx = 312494000000000"
"x= 827949, f(x) = 56035.5, t(x) = 15632.6, Yintra = 48219.2, Yextra = 63851.8, Igx = 306848000000000"
"x= 828913, f(x) = 55702.8, t(x) = 15537.2, Yintra = 47934.2, Yextra = 63471.4, Igx = 301263000000000"
"x= 829877, f(x) = 55369.2, t(x) = 15441.7, Yintra = 47648.4, Yextra = 63090.1, Igx = 295740000000000"
"x= 830840, f(x) = 55034.8, t(x) = 15346, Yintra = 47361.8, Yextra = 62707.8, Igx = 290279000000000"
"x= 831804, f(x) = 54699.3, t(x) = 15250.3, Yintra = 47074.2, Yextra = 62324.5, Igx = 284879000000000"
"x= 832768, f(x) = 54363, t(x) = 15154.4, Yintra = 46785.8, Yextra = 61940.2, Igx = 279541000000000"
"x= 833732, f(x) = 54025.7, t(x) = 15058.4, Yintra = 46496.5, Yextra = 61554.9, Igx = 274263000000000"
"x= 834696, f(x) = 53687.5, t(x) = 14962.3, Yintra = 46206.4, Yextra = 61168.7, Igx = 269047000000000"
"x= 835660, f(x) = 53348.4, t(x) = 14866.1, Yintra = 45915.3, Yextra = 60781.5, Igx = 263891000000000"
"x= 836624, f(x) = 53008.4, t(x) = 14769.8, Yintra = 45623.4, Yextra = 60393.3, Igx = 258795000000000"
"x= 837587, f(x) = 52667.4, t(x) = 14673.4, Yintra = 45330.7, Yextra = 60004.1, Igx = 253760000000000"
"x= 838551, f(x) = 52325.5, t(x) = 14576.9, Yintra = 45037, Yextra = 59613.9, Igx = 248784000000000"
"x= 839515, f(x) = 51982.7, t(x) = 14480.2, Yintra = 44742.5, Yextra = 59222.8, Igx = 243869000000000"
"x= 840479, f(x) = 51638.9, t(x) = 14383.5, Yintra = 44447.2, Yextra = 58830.7, Igx = 239013000000000"
"x= 841443, f(x) = 51294.2, t(x) = 14286.6, Yintra = 44150.9, Yextra = 58437.6, Igx = 234216000000000"
"x= 842407, f(x) = 50948.6, t(x) = 14189.6, Yintra = 43853.8, Yextra = 58043.5, Igx = 229479000000000"
"x= 843370, f(x) = 50602.1, t(x) = 14092.5, Yintra = 43555.9, Yextra = 57648.4, Igx = 224800000000000"
"x= 844334, f(x) = 50254.7, t(x) = 13995.3, Yintra = 43257, Yextra = 57252.3, Igx = 220180000000000"
"x= 845298, f(x) = 49906.3, t(x) = 13898, Yintra = 42957.3, Yextra = 56855.3, Igx = 215619000000000"
"x= 846262, f(x) = 49557, t(x) = 13800.6, Yintra = 42656.7, Yextra = 56457.3, Igx = 211116000000000"
"x= 847226, f(x) = 49206.8, t(x) = 13703, Yintra = 42355.3, Yextra = 56058.3, Igx = 206671000000000"
"x= 848190, f(x) = 48855.6, t(x) = 13605.4, Yintra = 42052.9, Yextra = 55658.3, Igx = 202284000000000"
"x= 849154, f(x) = 48503.6, t(x) = 13507.6, Yintra = 41749.8, Yextra = 55257.4, Igx = 197954000000000"
"x= 850117, f(x) = 48150.6, t(x) = 13409.7, Yintra = 41445.7, Yextra = 54855.4, Igx = 193682000000000"
"x= 851081, f(x) = 47796.6, t(x) = 13311.7, Yintra = 41140.8, Yextra = 54452.5, Igx = 189466000000000"
"x= 852045, f(x) = 47441.8, t(x) = 13213.6, Yintra = 40835, Yextra = 54048.6, Igx = 185308000000000"
"x= 853009, f(x) = 47086, t(x) = 13115.4, Yintra = 40528.3, Yextra = 53643.7, Igx = 181206000000000"
"x= 853973, f(x) = 46729.3, t(x) = 13017, Yintra = 40220.8, Yextra = 53237.8, Igx = 177160000000000"
"x= 854937, f(x) = 46371.7, t(x) = 12918.6, Yintra = 39912.4, Yextra = 52831, Igx = 173171000000000"
"x= 855901, f(x) = 46013.1, t(x) = 12820, Yintra = 39603.1, Yextra = 52423.1, Igx = 169237000000000"
"x= 856864, f(x) = 45653.6, t(x) = 12721.3, Yintra = 39293, Yextra = 52014.3, Igx = 165359000000000"
"x= 857828, f(x) = 45293.2, t(x) = 12622.5, Yintra = 38982, Yextra = 51604.5, Igx = 161536000000000"
"x= 858792, f(x) = 44931.9, t(x) = 12523.6, Yintra = 38670.1, Yextra = 51193.7, Igx = 157768000000000"
"x= 859756, f(x) = 44569.7, t(x) = 12424.6, Yintra = 38357.4, Yextra = 50782, Igx = 154055000000000"
"x= 860720, f(x) = 44206.5, t(x) = 12325.4, Yintra = 38043.8, Yextra = 50369.2, Igx = 150396000000000"
"x= 861684, f(x) = 43842.4, t(x) = 12226.2, Yintra = 37729.3, Yextra = 49955.5, Igx = 146792000000000"
"x= 862648, f(x) = 43477.3, t(x) = 12126.8, Yintra = 37413.9, Yextra = 49540.8, Igx = 143242000000000"
"x= 863611, f(x) = 43111.4, t(x) = 12027.3, Yintra = 37097.7, Yextra = 49125.1, Igx = 139745000000000"
"x= 864575, f(x) = 42744.5, t(x) = 11927.7, Yintra = 36780.7, Yextra = 48708.4, Igx = 136302000000000"
"x= 865539, f(x) = 42376.7, t(x) = 11828, Yintra = 36462.7, Yextra = 48290.7, Igx = 132912000000000"
"x= 866503, f(x) = 42008, t(x) = 11728.2, Yintra = 36143.9, Yextra = 47872.1, Igx = 129574000000000"
"x= 867467, f(x) = 41638.3, t(x) = 11628.2, Yintra = 35824.2, Yextra = 47452.4, Igx = 126290000000000"
"x= 868431, f(x) = 41267.7, t(x) = 11528.1, Yintra = 35503.7, Yextra = 47031.8, Igx = 123057000000000"
"x= 869394, f(x) = 40896.2, t(x) = 11428, Yintra = 35182.3, Yextra = 46610.2, Igx = 119877000000000"
"x= 870358, f(x) = 40523.8, t(x) = 11327.7, Yintra = 34860, Yextra = 46187.6, Igx = 116748000000000"
